ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,-0.117370069077693,0.348089598838399,0.473673446760645,0.079500632142915,-0.411503810080742,0.015351873721949,0.454956836017502,0.065650536169302,-0.146684146509597,-0.140499600423631
2,-0.503909621401453,-0.250185562403715,-1.41272672827908,-0.523577092205117,-0.577571305557573,-0.294263964903745,-1.39618701328901,-0.856044154612106,-0.003240855409754,-0.246947578214148
3,1.48417168331451,1.27297152399272,1.188538643168,1.32134888011472,1.47249061644677,1.23758377713846,1.1927479684157,1.57588928866219,0.77392640836585,1.91725369842377
4,0.841616409228221,0.457436284262389,0.534375025212863,0.376650440747454,1.59340625560228,0.15794983851154,0.516429783277704,0.632369839348509,0.376289374726107,-0.446052217721827
5,-0.024146771462497,0.136197605886285,1.17486604574722,-0.197263654924058,2.46351998635081,0.418315223939247,1.18559589452901,0.509796738639718,-0.434761898078749,0.807127789631494
6,-1.14603542697908,-1.28270774377634,-0.170645992476456,-1.09781764640659,-0.345555415684734,-0.948939058170704,-0.177318212079488,-0.604552338429156,-0.635203801231521,0.051562752799211
7,0.757379740156934,0.577813912206149,0.234976683296566,0.710653790067595,-0.217857773594479,0.598490088979797,0.220714522535806,0.430239471602152,0.75089799146286,1.11735874296016
8,1.07393382008876,0.985820864852141,0.29926440440228,1.21416166277751,-0.646768323476433,0.909215096966501,0.290720797863471,0.731670807677488,1.34431773229835,-0.01197202436333
9,1.20655488853398,1.21624830277374,0.45670040957463,1.20915596531811,-0.465564648770905,1.26305224519839,0.469056412276155,0.892316133506442,1.04370054334956,0.216809346497168
10,-0.755476765195019,-0.547991262860274,-1.82555597370569,-0.667436484407948,-0.531732291832652,-0.363523409101929,-1.80132107536874,-0.958980387488403,-0.142477749276172,-1.05526436460724
11,0.12680663746252,0.274645534863905,0.97291067371395,-0.030080614414009,1.58827797583534,-0.090355603003213,0.985934096163301,0.472078673753231,-0.392933329626366,0.642345174521608
12,0.005613010252142,-0.001587763415596,0.879926954510954,0.032055325788576,1.49540878642712,0.043709940103523,0.871719757922297,0.471784515873195,-0.304349433882453,0.768306412041354
13,0.912094577437047,0.7675601860373,0.711115403139466,0.808156071015959,-0.724807479658727,0.761692541434717,0.700418866294832,0.651917435386565,0.768388628521845,1.36336239322184
14,0.003667279314253,-0.156578049685063,0.704667660357114,-0.04070865322274,1.5430245164738,0.019658238918658,0.714545401590308,0.290435451094599,-0.347024427221561,0.043950475014486
15,1.08433888767936,1.30436603532197,0.633237367044789,1.32976425555371,-0.477347927672312,0.90779833009144,0.615391649979429,0.919305484867812,1.07850687250614,-0.295266060553615
16,-0.419923475626889,-0.43119145716551,-0.045519555532156,-0.452372859503614,-0.291221853044504,-0.518307084275736,-0.051273614150084,-0.296554403310415,-0.618383357737861,-0.276445326728839
